Preview,Type,PriceLastSent,ID,WordCount,LengthCat,BestTime,Theme | Tags,LastUsedDate,LastUsedBy,TimesUsed,LastUsedPage,Explicitness
so boreddd rn... lets convo 👸🏻,BUMP,$0,C10905,6,Short,Late Night,,,,,,OTHER
All my best vid in there 😇,BUMP,$0,C10906,7,Short,Afternoon,,,,,,OTHER
If you unlock any of the last 2 messages... i'll give you a free blowjob vid 💦,BUMP,$0,C10907,17,Short,Evening,,,,,,BJ
whats under those pants 🙈,BUMP,$0,C10908,5,Short,Afternoon,,,,,,OTHER
$10 for all that... wow so worthh papi 😍,BUMP,$0,C10909,9,Short,Afternoon,,,,,,OTHER
I choose another winner after my live... since u no want it 💋,BUMP,$0,C10910,13,Short,Evening,,,,,,OTHER
DO you enjoy my livestreams papi?,BUMP,$0,C10911,6,Short,Evening,,,,,,OTHER
Hi papi wanna do something before I go live?🤭,BUMP,$0,C10912,9,Short,Late Night,,,,,,OTHER
Enjoy that little gift papi 💋,BUMP,$0,C10913,6,Short,Evening,,,,,,OTHER
If you play video games you deserve head 🤭,BUMP,$0,C10914,9,Short,Late Night,,,,,,OTHER
Very few get that bundle 😻,BUMP,$0,C10915,6,Short,Afternoon,,,,,,BUNDLE
If you're seeing this you're on a special list of mine 😇,BUMP,$0,C10916,12,Short,Afternoon,,,,,,OTHER
Good morning papi 😻,BUMP,$0,C10917,4,Short,Morning,,,,,,OTHER
Youthful Micchelle for you in those vids 😻,BUMP,$0,C10918,8,Short,Evening,,,,,,OTHER
Wanna see some unreleased 18 year old tapes ?🙈,BUMP,$0,C10919,9,Short,Evening,,,,,,OTHER
Got a new 10 min tape that's releasing soon. Ready to cum? 💦,BUMP,$0,C10920,13,Short,Late Night,,,,,,OTHER
Rate my twerking skills in that vid 1-10 😇,BUMP,$0,C10921,9,Short,Morning,,,,,,OTHER
"🎁FREE BJ VIDEO🎁 Babe I want you to come back soo bad, I miss you 🥺 I made my page free for you, subscribe back and DM me for a free BJ vid 😈",BUMP,$0,C10922,34,Medium,Afternoon,,,,,,BJ
could you fuck me harder than that 👆🥵 I need it deep in my pussy 🥵,BUMP,$0,C10923,16,Short,Morning,,,,,,OTHER
Want me to tell you exactly how I'd ride you?😈🥵,BUMP,$0,C10924,10,Short,Evening,,2025-08-09 06:09,Lyn,1,Corvette Mykala,OTHER
"If I sat on your lap right now, would you behave?🙈😈",BUMP,$0,C10925,11,Short,Afternoon,,2025-08-09 06:25,Lyn,1,Corvette Mykala,OTHER
wanna sext till you cum papi😈,BUMP,$0,C10926,6,Short,Late Night,,,,,,OTHER
Ever imagined me riding you in nothing but heels?🤭😈,BUMP,$0,C10927,9,Short,Evening,,2025-08-09 04:27,Lyn,1,Bella Jade,OTHER
How badly do you want to feel my lips... everywhere?😈💋,BUMP,$0,C10928,10,Short,Afternoon,,2025-08-09 04:27,Lyn,1,Bella Jade,OTHER
Would you like me to suck your cock baby?🙈😈,BUMP,$0,C10929,9,Short,Evening,,2025-08-09 06:23,Lyn,1,Corvette Mykala,BJ
i wanna sit on your face papi 😈,BUMP,$0,C10930,8,Short,Morning,,,,,,OTHER
"Suck these needy nips, Daddy🥵😈",BUMP,$0,C10931,5,Short,Evening,,2025-08-09 06:20,Lyn,1,Corvette Mykala,BJ
How would you feel about a little naughty fun together?😉,BUMP,$0,C10932,10,Short,Afternoon,,2025-08-09 04:28,Lyn,1,Bella Jade,OTHER
Feeling a bit bored... what are you up to papi? 🥰,BUMP,$0,C10933,11,Short,Evening,,,,,,OTHER
Make my pussy wet😩💦,BUMP,$0,C10934,4,Short,Late Night,,2025-08-09 06:11,Lyn,1,Corvette Mykala,OTHER
What are you up to papi?😋,BUMP,$0,C10935,6,Short,Late Night,,,,,,OTHER
"papi, what is your favorite kind of video to watch rn? I wanna please you today with discounts too😍",BUMP,$0,C10936,19,Short,Evening,,,,,,OTHER
Are you stroking your cock rn baby?🤭,BUMP,$0,C10937,7,Short,Afternoon,,2025-08-09 06:27,Lyn,2,Corvette Mykala,OTHER
I need some sausage for breakfast rn baby😋,BUMP,$0,C10938,8,Short,Morning,,,,,,OTHER
Wondering if i could see that cock throbbing hard for me rn😩,BUMP,$0,C10939,12,Short,Late Night,,2025-08-09 06:36,Lyn,1,Corvette Mykala,OTHER
Im so fucking wet rn baby🥵💦,BUMP,$0,C10940,6,Short,Morning,,2025-08-09 06:36,Lyn,1,Corvette Mykala,OTHER
Still up baby? don't you like my sweet offer for you? 👆🏼❤️,BUMP,$0,C10941,12,Short,Late Night,,,,,,G/G
My favorite part about raw sex is getting filled up like that daddy 💦👆🏼,BUMP,$0,C10942,14,Short,Late Night,,,,,,OTHER
Have you stroked for me yet daddy? i see you haven't opened it yet daddy🥺,BUMP,$0,C10943,15,Short,Evening,,,,,,OTHER
Open my bundle and lets talk nasty 🥵💦,BUMP,$0,C10944,8,Short,Afternoon,,,,,,BUNDLE
Did you even watch me reveal my kitty earlier?😭 I was just trying to make you nut💦😫,BUMP,$0,C10945,17,Short,Morning,,,,,,OTHER
I only sent that because I thought you’d like 🥵😜🙈👆🏻,BUMP,$0,C10946,10,Short,Late Night,,,,,,OTHER
I gave you a big discount on that bundle. I’m not giving you that deal ever again... 😈,BUMP,$0,C10947,18,Short,Evening,,,,,,BUNDLE
Is your cock cumming now? I hope you're stroking your cock while watching my videos and looking at my pics!! 🍆👀💦,BUMP,$0,C10948,21,Medium,Overnight,,,,,,OTHER
If you’re having a bad day.. you should take the edge off with that bundle ☝🏼 it’s so worth it ❤️,BUMP,$0,C10949,21,Medium,Afternoon,,,,,,BUNDLE
I can't believe I sent that out for that cheap 😭🥺 but you deserve it daddy 😘,BUMP,$0,C10950,17,Short,Afternoon,,,,,,OTHER
"😈 You know if you don’t open a bundle.. you owe me a CUMSHOT, right 💦 ??",BUMP,$0,C10951,17,Short,Morning,,,,,,BUNDLE
i have never sent that out before... ⬆️,BUMP,$0,C10952,8,Short,Morning,,,,,,OTHER
I will unsend that bundle soon! So better get your ass up and unlock it now! 😉💗,BUMP,$0,C10953,17,Short,Evening,,,,,,BUNDLE
Do you wanna see my latest video baby? let's make your cock cum so hard rn🤤💦,BUMP,$0,C10954,16,Short,Afternoon,,,,,,OTHER
waiting for u to unlock this full video 🤫,BUMP,$0,C10955,9,Short,Overnight,,,,,,OTHER
"I know you're thinking about it, don't be indecisive 👆🏻😈",BUMP,$0,C10956,10,Short,Morning,,,,,,OTHER
You want this wet pussy daddy?? 🥵💦👆👆,BUMP,$0,C10957,7,Short,Afternoon,,,,,,OTHER
Any wow gamers in here papi? .😃,BUMP,$0,C10958,7,Short,Late Night,,,,,,OTHER
I want to see you watching me babe.. are you going to ignore the treat I just sent to help you cum harder? 🥺,BUMP,$0,C10959,24,Medium,Overnight,,,,,,OTHER
Have you seen my new BG video yet babe? Don't miss out 😈,BUMP,$0,C10960,13,Short,Evening,,,,,,OTHER
Did u even watch me reveal my kitty earlier?😭 I was just tryna make u nut💦😫,BUMP,$0,C10961,16,Short,Afternoon,,,,,,OTHER
How deep does this asshole go? 🤔,BUMP,$0,C10962,7,Short,Afternoon,,,,,,OTHER
Do like surprises? If you do then I have a game for you! ❤️ Unlock any video that I sent you above and you will be get a surprise video that I just made 🙈 I made it extra special like how you want it 🥰,BUMP,$0,C10963,46,Medium,Morning,,,,,,OTHER
tengo ganas de anal ahorita jajaja quisieras ver? 🍆😏,BUMP,$0,C10964,9,Short,Afternoon,,,,,,ANAL
tengo algo para ti! dime qué harías si entras y me ves usando solo esto🙈,BUMP,$0,C10965,15,Short,Evening,,,,,,SOLO
Ven y dime tu fantasía sexual más loca 🖤,BUMP,$0,C10966,9,Short,Late Night,,,,,,OTHER
Did you forget about me... 🥺 I wanna chat with you! 💕,BUMP,$0,C10967,12,Short,Late Night,,,,,,OTHER
If you ***UNLOCKED*** my recent package let me know and you’ll receive some ***FREE CONTENT*** for all your support! 😘,BUMP,$0,C10968,20,Short,Late Night,,,,,,BUNDLE
RISE N’ SHINE ☀️ Tell me what you’re going to do today! 💕,BUMP,$0,C10969,13,Short,Afternoon,,,,,,OTHER
Make sure to have your ***REBILL ACTIVATED*** and you will receive a ***FREE NUDE*** from your princess! 👑 Send proof and I’ll ***REWARD*** you! 🎁,BUMP,$0,C10970,25,Medium,Afternoon,,,,,,OTHER
I’m stuck in bed all alone without you here to cuddle with me... 🥺 I love keeping you company! 😘,BUMP,$0,C10971,20,Short,Late Night,,,,,,OTHER
Tell me about your favorite resturant you’d take me to if we went on a *date together!* 💕,BUMP,$0,C10972,18,Short,Late Night,,,,,,OTHER
I’m feeling generous today and I’m doing ***$15*** detailed chat dick ratings? 😈 Think you can ***IMPRESS*** me today?,BUMP,$0,C10973,19,Short,Evening,,,,,,OTHER
Woke up in paradise aka ***MIAMI*** 🏝❤️ What a feeling! 😘,BUMP,$0,C10974,11,Short,Afternoon,,,,,,OTHER
How was your St. Pattys! 🍀 Did you get lucky because I know I did! 😜,BUMP,$0,C10975,16,Short,Evening,,,,,,OTHER
Send a ***TIP*** and I’ll surprise you today :))),BUMP,$0,C10976,9,Short,Evening,,,,,,OTHER
***ST. PATTYS SALE*** Sending a ***LUCKY*** discounted package later...are we going to have some fun? 😈,BUMP,$0,C10977,16,Short,Evening,,,,,,BUNDLE
Oh you thought this day was over? 😅 sending you ***MORE*** and ***MORE*** rewards! 🎁,BUMP,$0,C10978,15,Short,Late Night,,,,,,OTHER
Did you see me finally do G/G content with my besties! 😘 I had such a great time!,BUMP,$0,C10979,18,Short,Late Night,,,,,,G/G
It’s ***HUMP DAY*** and you know I have to bless my ***FAVORITE*** person! 😘,BUMP,$0,C10980,14,Short,Afternoon,,,,,,OTHER
Showering all alone again...and you’re no where to be found! 🥺,BUMP,$0,C10981,11,Short,Late Night,,,,,,OTHER
Can you tell me my favorite ***SEX POSITION?*** 😘 Winner gets a ***REWARD!*** 🏆,BUMP,$0,C10982,14,Short,Afternoon,,,,,,OTHER
"Hey, baby! 🤪 Check my newest surprise, it's currently on a ***sweet deal*** 😘 You're gonna love it...maybe even ***CUM*** to it! 🥰🥰",BUMP,$0,C10983,23,Medium,Late Night,,,,,,OTHER
Who knew I could push myself today in the gym 🍑💕 gotta get this body ***100%*** just for you!,BUMP,$0,C10984,19,Short,Afternoon,,,,,,OTHER
how are my night owls doing? 🦉,BUMP,$0,C10985,7,Short,Late Night,,,,,,OTHER
how my night owl doing? 🦉 anything dirty thoughts? 💬,BUMP,$0,C10986,10,Short,Late Night,,,,,,OTHER
got some time for a quickie with me? i literally can't start my day till ive cum and i want you in on it 😏,BUMP,$0,C10987,25,Medium,Afternoon,,,,,,OTHER
What ***turns*** you on the most? 😜,BUMP,$0,C10988,7,Short,Overnight,,,,,,OTHER
How is my night owl doing tonight? 🦉,BUMP,$0,C10989,8,Short,Late Night,,2025-08-09 07:39,Lyn,1,Lucy Mae,OTHER
this ass deserves an Oscar worthy slap daddy 😫🍑 what do you think? 😏,BUMP,$0,C10990,14,Short,Afternoon,,,,,,OTHER
I sent the last unlock at a ***DISCOUNT*** because i knew you had to get off to something tonight! 😏😈,BUMP,$0,C10991,20,Short,Late Night,,,,,,G/G
is it weird I almost never take a day off from orgasming for you?,BUMP,$0,C10992,14,Short,Afternoon,,,,,,G/G
Roses are RED violets are ***BLUE*** i'm in bed NAKED waiting for you ***YOU!*** 🌹 💋,BUMP,$0,C10993,16,Short,Late Night,,,,,,OTHER
Hey baby.. are you a tit or an ass person? 🙈😉,BUMP,$0,C10994,11,Short,Afternoon,,2025-08-09 07:40,Lyn,1,Lucy Mae,OTHER
"Sending this little treat to let you know, i’m always thinking about you! :)",BUMP,$0,C10995,14,Short,Late Night,,,,,,OTHER
"To keep up with all of my ***EXPLICIT*** content, remember to activate ***REBILL!*** ☺️ Send proof when done and you’ll receive a ***FREE NUDE!*** 🍑",BUMP,$0,C10996,25,Medium,Afternoon,,,,,,OTHER
looks like tonight been a literal ***DREAM COME TRUE*** with my besties! Did you release your load yet? 🍆💦,BUMP,$0,C10997,19,Short,Late Night,,,,,,OTHER
are you excited for me to show off my ***KINKY*** side with my girlfriends? 😈 REMEMBER ***10 PM EST*** See you there baby! 😘,BUMP,$0,C10998,24,Medium,Afternoon,,,,,,G/G
it’s so difficult trying to get my day started when I have this ***MASSIVE*** toy inside my ***PUSSY!***,BUMP,$0,C10999,18,Short,Evening,,,,,,G/G
remember whenever you unlock my last package you will receive ***FREE CONTENT!*** 🎁 Trust me i know i’m the best girlfriend,BUMP,$0,C11000,21,Medium,Late Night,,,,,,BUNDLE
🚨 KINKY ALERT 🚨 BE THERE OR BE SQUARE! 😜 you better get ready for SUNDAY PM EST,BUMP,$0,C11001,18,Short,Late Night,,,,,,OTHER
What are you up to baby? Let's have some fun! 😘😈,BUMP,$0,C11002,11,Short,Afternoon,,2025-08-09 07:40,Lyn,1,Lucy Mae,OTHER
lately ive been thinking about how i wanna fuck you 😏,BUMP,$0,C11003,11,Short,Late Night,,,,,,OTHER
Need some assistance with curing your ***LARGE COCK?*** 🍆💦 Use this picture wisely! 😈,BUMP,$0,C11004,14,Short,Afternoon,,,,,,OTHER
"Late night wine night has me feeling tipsy! 🤤 can you keep me company, I will surprise you! ❤️",BUMP,$0,C11005,19,Short,Late Night,,,,,,OTHER
New sweats from the mall have my ass feeling ***thicc!*** 🍑 Wanna little bite? 😈,BUMP,$0,C11006,15,Short,Afternoon,,,,,,OTHER
I bet our ***SEX*** would be out of this world! 🍆🤤,BUMP,$0,C11007,11,Short,Afternoon,,,,,,OTHER
"Such a crazy dream yesterday, woke up with my kitty throbbing for some play! 💦",BUMP,$0,C11008,15,Short,Afternoon,,,,,,OTHER
"Still craving me daddy, After play time yesterday? 😈",BUMP,$0,C11009,9,Short,Afternoon,,,,,,OTHER
Just say it! You fell in love with my video! 😉,BUMP,$0,C11010,11,Short,Late Night,,,,,,OTHER
Just say the word and I’ll release the set to you! 😈,BUMP,$0,C11011,12,Short,Evening,,,,,,OTHER
You up right now? I’m feeling extremely horny! ❤️,BUMP,$0,C11012,9,Short,Morning,,,,,,OTHER
I need some of your attention baby. Can you spoil me and take care of my playful mood right now? I'll be a good girl and do everything you say. 😋👅😈,BUMP,$0,C11013,31,Medium,Evening,,,,,,OTHER
You didn’t hear this ***SECRET*** from me! 🤫 I have a new ***BJ*** video coming out and I am in sloppiest yet! 🤤 who’s excited for ***B/G?*** 💋,BUMP,$0,C11014,28,Medium,Evening,,,,,,B/G
It’s my last day in California and I want to go out with a day full of memories! 💋 What places should I visit! 😉 xoxo,BUMP,$0,C11015,26,Medium,Evening,,,,,,OTHER
***ATTENTION*** 😘 what ***CONTENT*** would you like to see from me? 😈 Time to get ***KINKY!*** 🤤,BUMP,$0,C11016,17,Short,Evening,,,,,,OTHER
Good afternoon baby! 😘 Remember whenever you activate ***REBILL*** you will receive a ***FREE PIC!*** don’t miss out! 💋,BUMP,$0,C11017,19,Short,Evening,,,,,,OTHER
Like all of my main post and you will receive a free ***NUDE!*** 😘,BUMP,$0,C11018,14,Short,Evening,,,,,,OTHER
Woke up with my ***PUSSY THROBBING*** from my sex dream last night! 😉 Wish I had you next to me! UGH!! 🥺,BUMP,$0,C11019,22,Medium,Evening,,,,,,OTHER
Going to the gym today! 😘 have to get this body looking hot just for you! 🍑,BUMP,$0,C11020,17,Short,Evening,,,,,,OTHER
Usually I don’t say this but I love anal play! ♥️ Would you like to see that content? 👅,BUMP,$0,C11021,19,Short,Evening,,,,,,ANAL
Don’t tell me you missed my deal on my sextape! 😘 if you buy it you’ll receive ***FREE*** content! ♥️,BUMP,$0,C11022,20,Short,Late Night,,,,,,OTHER
You still awake? 😘,BUMP,$0,C11023,4,Short,Morning,,2025-08-09 07:48,Lyn,1,Olivia Mae,OTHER
I just got my new funding delivered for some new content :)))) who’s ready to see it? ❤️,BUMP,$0,C11024,18,Short,Evening,,,,,,OTHER
Could you tell me the ***weirdest sex experience*** you’ve had? 😘,BUMP,$0,C11025,11,Short,Late Night,,,,,,OTHER
I couldn’t help but ask? Do you have an ***FESTISHES?*** 🤤,BUMP,$0,C11026,11,Short,Late Night,,,,,,OTHER
"For the ones who opened my last ***UNLOCK***, they will receive some hidden pics! 😘",BUMP,$0,C11027,15,Short,Late Night,,,,,,OTHER
To see more of me go follow my tiktok account! love u! should I sell nude tiktoks?,BUMP,$0,C11028,17,Short,Evening,,,,,,OTHER
good evening 🌙 did I mention my last video was on sale for ***50% OFF*** 👀 ends in a wet cumshot in my pussy! 💦💦😋,BUMP,$0,C11029,25,Medium,Late Night,,,,,,G/G
Rise n shine ✨ Time to get your day started! 🤪 Just know it’s sending you ***KISSES!*** 😘,BUMP,$0,C11030,18,Short,Afternoon,,,,,,OTHER
how about you tell me what’s going to happen with my GF tonight! 😘,BUMP,$0,C11031,14,Short,Late Night,,,,,,OTHER
Good afternoon lover! 😘 When you turn on your rebill you will receive a ***FREE NUDE!*** 🍑 I have tons of tricks up my sleeve still! 💕,BUMP,$0,C11032,27,Medium,Afternoon,,,,,,OTHER
Only things I’m thinking about are me and you in this bed,BUMP,$0,C11033,12,Short,Late Night,,2025-08-09 07:41,Lyn,1,Lucy Mae,OTHER
"Believe it or not, I seriously keep having these ***WET DREAMS!*** 💦💦",BUMP,$0,C11034,12,Short,Evening,,,,,,OTHER
Could you imagine if we ***woke up*** together? 🤤 we wouldn’t wanna leave the bed the entire day and you know it! 💦💦,BUMP,$0,C11035,23,Medium,Afternoon,,,,,,OTHER
Are you down to sext right now? 😘 I’m feeling horny!,BUMP,$0,C11036,11,Short,Late Night,,2025-08-09 07:50,Lyn,1,Olivia Mae,OTHER
I can’t stop wearing bikinis 😉 Does it look sexy on me or ***WHAT?***,BUMP,$0,C11037,14,Short,Late Night,,,,,,OTHER
I guess I’m up early...still wondering why my pussy is ***SOAKED*** 🤤💦 Can you do something about it baby? 🤪,BUMP,$0,C11038,20,Short,Afternoon,,,,,,OTHER
Is this the day where we get dirty! 😘,BUMP,$0,C11039,9,Short,Afternoon,,2025-08-09 07:51,Lyn,1,Olivia Mae,OTHER
Wondering who’s going to sleep with me tonight? ♥️,BUMP,$0,C11040,9,Short,Late Night,,,,,,OTHER
Tanning time :) who’s gonna rub lotion on me? 💋😜,BUMP,$0,C11041,10,Short,Afternoon,,,,,,OTHER
Giving ***discounted dick rates*** for only $15 only for the next ***3 hours!*** Who can show me a stallion? 😋,BUMP,$0,C11042,20,Short,Late Night,,,,,,OTHER
looks like it’s raining today 🌧 perfect day for scary movies! 🤪,BUMP,$0,C11043,12,Short,Afternoon,,,,,,OTHER
Send me an emoji if you purchased last nights video for a ***FREE NUDE***,BUMP,$0,C11044,14,Short,Evening,,,,,,OTHER
Oops this just hit your DM’s right now!! Thanks for having renew on babe! 🙃,BUMP,$0,C11045,15,Short,Evening,,,,,,OTHER
If you need something sexy tonight you're gonna have to ask me for it! 😳😉,BUMP,$0,C11046,15,Short,Morning,,,,,,OTHER
Are you busy today? 🙃,BUMP,$0,C11047,5,Short,Evening,,2025-08-09 07:52,Lyn,1,Olivia Mae,OTHER
Special new video coming out on Tuesday! ❤️ should I leak my strip tease to you? Let see if you can handle it!,BUMP,$0,C11048,23,Medium,Evening,,,,,,STRIPTEASE
"Another day, another ass pic! 🍑🫦",BUMP,$0,C11049,6,Short,Evening,,,,,,OTHER
I'm what's for dinner tonight! 😈 come sit down and dig in!,BUMP,$0,C11050,12,Short,Morning,,,,,,OTHER
"I slept naked yesterday, wbu? 🙃",BUMP,$0,C11051,6,Short,Evening,,,,,,OTHER
Where’s your favorite place to be kissed? 🥰,BUMP,$0,C11052,8,Short,Late Night,,,,,,OTHER
Did you know I’m actually into cars? 😅 I wanna know something random about you!,BUMP,$0,C11053,15,Short,Evening,,,,,,OTHER
"🎁 Renew Gift 🎁 For all your loyalty, how’s my tits looking? ❤️",BUMP,$0,C11054,13,Short,Evening,,,,,,OTHER
Did you see what I sent you earlier tonignt? It will make you HARD and CUM! 🙊💦 Send me your 🍆 after you unlock it and get a ***DICK RATE for FREE!*** 🤤,BUMP,$0,C11055,33,Medium,Late Night,,,,,,OTHER
What do you think of my last post? 😝 Looking hot or no? 🔥,BUMP,$0,C11056,14,Short,Evening,,,,,,OTHER
For the subs who remain on ***RENEW*** each week I will be sending out ***FREE CONTENT!*** 😈,BUMP,$0,C11057,17,Short,Overnight,,,,,,OTHER
Okay so hear me out... Ass or tits? 😈,BUMP,$0,C11058,9,Short,Late Night,,,,,,OTHER
"Great afternoon! ☀️ Have a great day, and I’m sending you kisses 😘",BUMP,$0,C11059,13,Short,Evening,,,,,,OTHER
Hey honey 🫦looking for a good time with me tonight? I wanna help get you hard and horny?,BUMP,$0,C11060,18,Short,Late Night,,,,,,OTHER
If you have ***RENEW*** activated for next week you can receive pics like this without the cover up! Soooo... what are you waiting? 😏😈,BUMP,$0,C11061,24,Medium,Evening,,,,,,OTHER
Just got dicked down again...,BUMP,$0,C11062,5,Short,Late Night,,,,,,OTHER
I’ll be sending a free pic to everyone with renew on tomorrow 💓 you’ll also be getting rewards every week if you keep it on 💕 trust me I’ll make sure to make them worth your time 😈,BUMP,$0,C11063,38,Medium,Evening,,,,,,OTHER
need an afternoon pick me up? tip $25 and I got you😉,BUMP,$0,C11064,12,Short,Evening,,,,,,OTHER
Show me your dick baby im trying to see how big it is! 🤤,BUMP,$0,C11065,14,Short,Afternoon,,,,,,OTHER
"Make sure to receive ***FREE*** gifts weekly, have renew on... or else you’re just missing out! 😏",BUMP,$0,C11066,17,Short,Afternoon,,,,,,OTHER
Hi daddy! 😋 A lil gift from me to you 💋 I just wanna thank you for supporting me here in OF 😍 Expect more FREE gifts like this soon as long as you keep your REBILL ON ❤️ I'll make sure that my surprises will be worth it 😋 Hmu whenever you're free xoxo,BUMP,$0,C11067,55,Long,Evening,,,,,,OTHER
You up babe? 😋,BUMP,$0,C11068,4,Short,Morning,,2025-08-12 07:37,George,1,Tori Rae,OTHER
Feeling generous today 😘,BUMP,$0,C11069,4,Short,Evening,,,,,,OTHER
"If you bought my recent video, I’m sending you something ***SPECIAL*** 😘",BUMP,$0,C11070,12,Short,Late Night,,,,,,OTHER
Solo content ideas? 😏 let me know!!,BUMP,$0,C11071,7,Short,Afternoon,,,,,,SOLO
Don’t go to bed without your kiss from me 😘,BUMP,$0,C11072,10,Short,Late Night,,,,,,OTHER
do you think my 🍑 got bigger or is it just this reallly tiny green thong? 😉,BUMP,$0,C11073,17,Short,Afternoon,,,,,,OTHER
Imagine us cuddling in bed watching Netflix 🍿,BUMP,$0,C11074,8,Short,Morning,,,,,,OTHER
Is this what you came to see? 😏,BUMP,$0,C11075,8,Short,Evening,,,,,,OTHER
Custom request?,BUMP,$0,C11076,2,Short,Afternoon,,,,,,OTHER
What’s my favorite sex position? 😏,BUMP,$0,C11077,6,Short,Morning,,,,,,OTHER
how'd you sleep? did you dream of me? 😉,BUMP,$0,C11078,9,Short,Afternoon,,,,,,OTHER
Currently heading back from the keys :),BUMP,$0,C11079,7,Short,Evening,,,,,,OTHER
Can’t sleep tonight... I wanna get dirty 🙃,BUMP,$0,C11080,8,Short,Morning,,,,,,OTHER
Did you miss me?,BUMP,$0,C11081,4,Short,Evening,,,,,,OTHER
Do these make my ass look hot? 😉,BUMP,$0,C11082,8,Short,Evening,,,,,,OTHER
I can’t find my dildo! Wanna let me use your hard cock instead? 🍆💦,BUMP,$0,C11083,14,Short,Afternoon,,,,,,OTHER
Just came back from a Hills party 🎉 and I’m feeling a bit ***TIPSY*** you down to talk dirty? 😈,BUMP,$0,C11084,20,Short,Late Night,,,,,,OTHER
"Baby! tell me the dirtiest thing you've ever done, I bet I can do better! Let me know😘",BUMP,$0,C11085,18,Short,Afternoon,,,,,,OTHER
Are you busy baby? 🥺,BUMP,$0,C11086,5,Short,Late Night,,,,,,OTHER
Hungry for this thick ass?🥵😈🍑,BUMP,$0,C11087,5,Short,Afternoon,,2025-07-25 14:23,George,1,Dianna Grace,OTHER
happy saturday baby 🖤 wanna see something really tight and pink?😏,BUMP,$0,C11088,11,Short,Afternoon,,,,,,OTHER
Help me get undressed daddy 🤤 I need all of your attention rn 💦💦,BUMP,$0,C11089,14,Short,Late Night,,,,,,OTHER
"hey daddy 💘 I just wanted to remind you that if you have your renew on you'll be getting special rewards every few days 💕 I'll be sending one out soon and trust me, you def can't miss out on it 😈",BUMP,$0,C11090,42,Medium,Late Night,,,,,,OTHER
Just made it to the beach house! ☀️ How about you rub the lotion all over my cheeks 3,BUMP,$0,C11091,19,Short,Evening,,,,,,OUTDOOR
You up baby? Let’s chat 🥰,BUMP,$0,C11092,6,Short,Late Night,,,,,,OTHER
"Suddenly I feel really hot and horny, do you think this is normal? Care to help? 🤪😈",BUMP,$0,C11093,17,Short,Afternoon,,2025-07-25 14:25,George,1,Dianna Grace,OTHER
Name one ***FACT*** about me that makes you love me! ❤️,BUMP,$0,C11094,11,Short,Late Night,,,,,,OTHER
What do you think about when you stroke to me? i’m curious!! 😏💦,BUMP,$0,C11095,13,Short,Afternoon,,,,,,OTHER
FUCK IT!! I’m throwing on a ***HOT SALE*** today on either a ***NUDE PACKAGE*** or a ***SEXTAPE*** ❤️🎁,BUMP,$0,C11096,18,Short,Afternoon,,,,,,BUNDLE
Imagine we are making out and I whisper in your ear 👂 “let’s fuck” wyd?? 😝,BUMP,$0,C11097,16,Short,Late Night,,,,,,OTHER
Have you been fantasizing about me tonight? 😏,BUMP,$0,C11098,8,Short,Late Night,,,,,,OTHER
Are you feeling freaky and horny rn? 😈💜,BUMP,$0,C11099,8,Short,Afternoon,,,,,,OTHER
"Hey babes 💕 I am heading home to shower, want to play? Tip me $10 and let's get dirty 🔥",BUMP,$0,C11100,20,Short,Late Night,,,,,,OTHER
Would you rather play with my huge titties or wet pussy? 😈or both?! 😜,BUMP,$0,C11101,14,Short,Afternoon,,,,,,OTHER
"I’m all alone in bed tonight, and I need you ❤️",BUMP,$0,C11102,11,Short,Late Night,,2025-08-12 07:34,George,1,Tori Rae,OTHER
Could you be the one in my bed tonight! Ugh!!! 😫👀,BUMP,$0,C11103,11,Short,Late Night,,,,,,OTHER
I would love for you to join me in the bath baby 🙈 we could have some fun in the tub 💋💦,BUMP,$0,C11104,22,Medium,Late Night,,,,,,OTHER
unlock last nights post and send me any emoji for a secret😉,BUMP,$0,C11105,12,Short,Evening,,,,,,OTHER
"If you had me in front of you like this, what would you do to my body?? 😈💜",BUMP,$0,C11106,18,Short,Late Night,,,,,,OTHER
"If you had me in front of you Like this, what would you do?? 😉🫦",BUMP,$0,C11107,15,Short,Afternoon,,,,,,OTHER
Question of the day ~ Do you think you can last longer than 2 mins with me in bed? 😘,BUMP,$0,C11108,20,Short,Afternoon,,,,,,OTHER
I know you can see my tits through my new lingerie! 😈 how do you think it looks on Me?? 👅,BUMP,$0,C11109,21,Medium,Afternoon,,,,,,OTHER
I don’t want to step into the shower all alone... 🥺 join me??,BUMP,$0,C11110,13,Short,Late Night,,2025-08-06 06:16,Lyn,1,Corvette Mykala,OTHER
I feel so great coming from the gym 😘 I need a gym partner ASAP!! 🍑👀,BUMP,$0,C11111,16,Short,Evening,,,,,,OTHER
You up right now?? 😈💜,BUMP,$0,C11112,5,Short,Morning,,,,,,OTHER
"Another day, another ass pic! 🍑🫦 wyd if I was in front of you? 👀",BUMP,$0,C11113,15,Short,Evening,,,,,,OTHER
This right here is how I wanna be fucked... can you make this happen?? 😜🙈,BUMP,$0,C11114,15,Short,Overnight,,,,,,OTHER
Happy Easter babe ❤️ To celebrate this special day I’m starting off with ***$15*** cock ratings! I’m thirsty for your cock right now! 😝🙈,BUMP,$0,C11115,24,Medium,Evening,,,,,,G/G
